municipio,NR_ZONA,NR_LOCAL_VOTACAO,local_votacao,endereco_local_votacao,regiao_estimada,votos_parceiro,secoes_com_voto,percentual_votos_parceiro,forca_reduto,ranking_local_parceiro
CAJUEIRO,5,1023,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA VEREADOR JOSE MARIA GOMES,AVENIDA 22 DE MAIO S/N,NÃO INFORMADO,21,4,0.0716,BAIXA PRESENÇA,268
FLEXEIRAS,53,1147,ESCOLA JARBAS MAYA DE OMENA,"RUA CORONEL ALCANTARA , S/N",NÃO INFORMADO,21,4,0.0716,BAIXA PRESENÇA,269
JOAQUIM GOMES,53,1082,PRE-ESCOLAR VALQUIRIA MARINHO DE ARAUJO,RUA JOSÉ OSCAR FRAGOSO SN,NÃO INFORMADO,21,3,0.0716,BAIXA PRESENÇA,270
MACEIÓ,2,1210,ESCOLA ESTADUAL TEOTONIO BRANDAO VILELA,"RUA ADAUTO GOMES BARBOSA, SN - SANTO EDUARDO",- SANTO EDUARDO,21,8,0.0716,BAIXA PRESENÇA,271
MACEIÓ,3,1988,COLÉGIO AGNES MACEIÓ,"RUA TABELIÃO EURICLES PORTASIO, 130",130,21,8,0.0716,BAIXA PRESENÇA,272
MACEIÓ,54,1422,ESCOLA MUNICIPAL JAIME MIRANDA,"AV BELMIRO AMORIM, 760",760,21,4,0.0716,BAIXA PRESENÇA,273
PALMEIRA DOS ÍNDIOS,10,1120,ESCOLA MUNICIPAL DOUTOR GERSON JATOBÁ LEITE,"AV. BRASÍLIA, N. 39",. 39,21,13,0.0716,BAIXA PRESENÇA,274
PORTO CALVO,14,1252,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALCEBÍADES BUARQUE CAVALCANTE,RUA DO SOL I,NÃO INFORMADO,21,4,0.0716,BAIXA PRESENÇA,275
SÃO MIGUEL DOS CAMPOS,18,1252,ESCOLA DE 1 E 2 GRAUS NUNILA MACHADO,VISCONDE DE SINIMBU S/N,NÃO INFORMADO,21,5,0.0716,BAIXA PRESENÇA,276
ÁGUA BRANCA,39,1252,ESCOLA AMÉRICA TORRES,RUA SANTO ANTONIO - NUMERO 34.,NÃO INFORMADO,21,5,0.0716,BAIXA PRESENÇA,277
ARAPIRACA,22,1155,ESCOLA DE 1 E 2 GRAUS SENADOR RUI PALMEIRA,RUA MANOEL NUNES NETO S/N,NÃO INFORMADO,20,12,0.0682,BAIXA PRESENÇA,278
BATALHA,29,1074,ESCOLA EDITE MACÁRIO,"RUA ANTÔNIO RODRIGUES DE MELO, 148",148,20,3,0.0682,BAIXA PRESENÇA,279
MACEIÓ,1,1635,CEAGB - ESCOLA ESTADUAL PRINCESA IZABEL,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,20,10,0.0682,BAIXA PRESENÇA,280
MACEIÓ,1,2046,ESCOLA PROF MALBA LINS COSTA,TRAVESSA BOA ESPERANÇA S N,NÃO INFORMADO,20,3,0.0682,BAIXA PRESENÇA,281
MACEIÓ,2,1040,ESCOLA ESTADUAL PROF. EDUARDO ALMEIDA DA SILVA,"RUA SAO PEDRO, S/N",NÃO INFORMADO,20,5,0.0682,BAIXA PRESENÇA,282
MACEIÓ,2,1236,ESCOLA ESTADUAL PROFESSOR MARIO BROAD,"AV. JULIO MARQUES LUZ, 231",231,20,6,0.0682,BAIXA PRESENÇA,283
MACEIÓ,2,1317,EDIFICIO DO SENAC,"AV. PEDRO PAULINO, 77",NÃO INFORMADO,20,5,0.0682,BAIXA PRESENÇA,284
MACEIÓ,2,2046,COLÉGIO CONTATO,"RUA PROF. SILVIO DE MACEDO, 125",125,20,10,0.0682,BAIXA PRESENÇA,285
MACEIÓ,3,1368,ESCOLA ESTADUAL AURELINA PALMEIRA DE MELO,"PRACA PADRE CICERO, S/N",NÃO INFORMADO,20,12,0.0682,BAIXA PRESENÇA,286
MACEIÓ,3,1902,COLÉGIO INTEGRADO (ANTIGO SAGRADINHA/ PRAÇA DAS GRAÇAS),"RUA 16 DE SETEMBRO , 241",241,20,6,0.0682,BAIXA PRESENÇA,287
MACEIÓ,33,1147,ESCOLA DE ENSINO FUNDAMENTAL PEDRO SURUAGY,"AV. MACEIO, S/N",NÃO INFORMADO,20,5,0.0682,BAIXA PRESENÇA,288
MACEIÓ,54,1406,ESC MUN MARIA DE LOURDES DE MELO PIMENTEL,"RUA PADRE CÍCERO, 05, VILAGE CAMPESTE II",VILAGE CAMPESTE II,20,6,0.0682,BAIXA PRESENÇA,289
MACEIÓ,54,1538,ESCOLA ESTADUAL PROFESSORA MARIA LÚCIA LINS DE FREITAS,"RUA 26, S/N, GRACILIANO RAMOS",GRACILIANO RAMOS,20,6,0.0682,BAIXA PRESENÇA,290
NOVO LINO,53,1058,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JOSE AMBROSIO,"AV. ANTÕNIO CARLOS DA SILVA, S/N",NÃO INFORMADO,20,4,0.0682,BAIXA PRESENÇA,291
PENEDO,13,1163,ESCOLA MUNICIPAL VEREADOR MANOEL SOARES DE MELO,"RUA FLORIANO ROSA, S/N, PX. AO POSTO DE SAÚDE, CONJUNTO VILA MATIAS",VILA MATIAS,20,10,0.0682,BAIXA PRESENÇA,292
SÃO JOSÉ DA TAPERA,51,1031,EME INFANTIL E FUNDAMENTAL NOSSA SENHORA DE FÁTIMA,"RUA 13 DE MAIO, S/N",NÃO INFORMADO,20,10,0.0682,BAIXA PRESENÇA,293
VIÇOSA,5,1198,ESCOLA MUNICIPAL PEDRO CARNAUBA,"RUA PEDRO SILVA, S/N",NÃO INFORMADO,20,8,0.0682,BAIXA PRESENÇA,294
ATALAIA,6,1074,ESCOLA SUZANA CRAVEIRO COSTA DE MEDEIROS,"RUA DA POEIRA, S/N, CONJUNTO DEUS É FIEL",DEUS E FIEL,19,6,0.0648,BAIXA PRESENÇA,295
COQUEIRO SECO,8,1015,ESC MUN MARIA ANTONIA DOS REIS,TRAVESSA EUNICE LEITE - S/N,NÃO INFORMADO,19,3,0.0648,BAIXA PRESENÇA,296
CRAÍBAS,31,1104,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PADRE JOSÉ THEISEN,CONJUNTO HABITACIONAL TEODORO GAMA,HABITACIONAL TEODORO GAMA,19,5,0.0648,BAIXA PRESENÇA,297
FELIZ DESERTO,7,1023,ESCOLA DE 1 E 2 GRAUS JOAO MANOEL MUNIZ,AVENIDA MUNIZ FALCAO SN,NÃO INFORMADO,19,5,0.0648,BAIXA PRESENÇA,298
MACEIÓ,1,1023,CEAGB - ESCOLA ESTADUAL GOVERNADOR AFRANIO LAGES,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,19,8,0.0648,BAIXA PRESENÇA,299
MACEIÓ,1,1090,COLEGIO MARISTA DE MACEIO,"AV DR. ANTONIO BRANDAO, 564",564,19,8,0.0648,BAIXA PRESENÇA,300
MACEIÓ,1,1473,CEAGB - ESCOLA ESTADUAL PROFA.  MARIA JOSE LOUREIRO,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,19,7,0.0648,BAIXA PRESENÇA,301
MACEIÓ,1,1597,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,"AV. PRESIDENTE GETULIO VARGAS, 512",512,19,8,0.0648,BAIXA PRESENÇA,302
MACEIÓ,54,1635,ESCOLA MARCOS ANTONIO CAVALCANTI SILVA,AV. ANTONIO LISBOA DE AMORIM S/N - PROX AO TERMINAL,- PROX AO TERMINAL,19,5,0.0648,BAIXA PRESENÇA,303
PALMEIRA DOS ÍNDIOS,10,1112,ESCOLA DE 1 GRAU ESTADO DE NOVA GERSEY,RUA SEBASTIÃO LIMA SN,NÃO INFORMADO,19,8,0.0648,BAIXA PRESENÇA,304
PENEDO,13,1040,COLÉGIO DIOCESANO DE PENEDO,"PÇA. LARGO DE FÁTIMA, PX. À 9A. COORDENADORIA DE ENSINO DE ALAGOAS",PX. A 9A. COORDENADORIA DE ENSINO DE ALAGOAS,19,9,0.0648,BAIXA PRESENÇA,305
SÃO LUÍS DO QUITUNDE,17,1236,ESCOLA ESTADUAL MESSIAS DE GUSMÃO,RUA D. FERNANDO SARMENTO,NÃO INFORMADO,19,6,0.0648,BAIXA PRESENÇA,306
ARAPIRACA,22,1597,ESCOLA PROFESSORA IZAURA ANTÔNIA LISBOA,RUA ANTÔNIO MARROQUIM S/N,NÃO INFORMADO,18,9,0.0614,BAIXA PRESENÇA,307
CAMPO ALEGRE,47,1210,ESCOLA FELIZARDO DE SOUZA LIMA,RUA RODOLFO DE MORAIS,NÃO INFORMADO,18,10,0.0614,BAIXA PRESENÇA,308
JAPARATINGA,14,1066,CENTRO EDUCACIONAL INFANTIL PROFESSORA MARIA JOSÉ M MOURA,RUA JOSÉ VITORIANO DA SILVA,NÃO INFORMADO,18,2,0.0614,BAIXA PRESENÇA,309
MACEIÓ,1,1872,ESCOLA ESTADUAL FERNANDES LIMA,AV CEL. SALUSTIANO SARMENTO,NÃO INFORMADO,18,5,0.0614,BAIXA PRESENÇA,310
MACEIÓ,2,1031,ESCOLA DE ENSINO FUNDAMENTAL PADRE PINHO,"RUA QUEBRANGULO, S/N",NÃO INFORMADO,18,6,0.0614,BAIXA PRESENÇA,311
MACEIÓ,33,1317,COLÉGIO DINÂMICO,"AVENIDA MACEIÓ, N 83",NÃO INFORMADO,18,4,0.0614,BAIXA PRESENÇA,312
MACEIÓ,33,1350,CENTRO DE ENSINO SANTA JULIANA,"AV DURVAL DE GOES MONTEIRO, 2345, C67P, CM",NÃO INFORMADO,18,5,0.0614,BAIXA PRESENÇA,313
PASSO DE CAMARAGIBE,12,1040,ESCOLA CENECISTA DE 1 E 2 GRAUS N. S. CONCEICAO,PRACA PE. CICERO ROMAO BATISTA 10,NÃO INFORMADO,18,2,0.0614,BAIXA PRESENÇA,314
PIAÇABUÇU,13,1023,ESCOLA MUNICIPAL PROFESSOR UILSON FERREIRA COSTA,AVENIDA ULISSES GUEDES SN,NÃO INFORMADO,18,6,0.0614,BAIXA PRESENÇA,315
UNIÃO DOS PALMARES,21,1899,COLEGIO JOSE CORREIA VIANA,"RUA SANTA MARIA MADALENA, 226",226,18,8,0.0614,BAIXA PRESENÇA,316
ARAPIRACA,22,1147,COLÉGIO SÃO FRANCISCO DE ASSIS,RUA DOM FELÍCIO DE VASCONCELOS S/N,NÃO INFORMADO,17,8,0.0579,BAIXA PRESENÇA,317
BATALHA,29,1031,ESCOLA DE 1 GRAU ANTONIO RODRIGUES DE MELO,"RUA ANTONIO RODRIGUES DE MELO, 196",196,17,4,0.0579,BAIXA PRESENÇA,318
CAJUEIRO,5,1031,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA  MANOEL TOLEDO COSTA,PROFESSOR MANOEL RODRIGUES S/N,NÃO INFORMADO,17,4,0.0579,BAIXA PRESENÇA,319
CAJUEIRO,5,1058,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA ALTINA TOLEDO,"AV. ISAURA TOLEDO, S/N",NÃO INFORMADO,17,3,0.0579,BAIXA PRESENÇA,320
COQUEIRO SECO,8,1023,ESC MUN PAULO SOARES DE ALBUQUERQUE,"RUA 23 DE AGOSTO, S/N",NÃO INFORMADO,17,3,0.0579,BAIXA PRESENÇA,321
MACEIÓ,1,1830,CEAGB - ESCOLA ESTADUAL DOM PEDRO II,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,17,5,0.0579,BAIXA PRESENÇA,322
MACEIÓ,54,1490,ESCOLA JORGE ASSUNÇÃO,"AV NORMA PIMENTEL DA COSTA, 11, PROX. TERMINAL RODOVIÁRIO",PROX. TERMINAL RODOVIARIO,17,7,0.0579,BAIXA PRESENÇA,323
SANTANA DO IPANEMA,19,1279,ESCOLA ESTADUAL PROFESSORA LAURA MARIA CHAGAS DE ASSIS,"RUA GILMAR PEREIRA DE QUEIROZ, S/N",NÃO INFORMADO,17,13,0.0579,BAIXA PRESENÇA,324
ANADIA,48,1023,GRUPO JOSE MEDEIROS,RUA JOSE MEDEIROS SN,NÃO INFORMADO,16,8,0.0545,BAIXA PRESENÇA,325
ARAPIRACA,22,1570,ESCOLA AURINO MACIEL,"RUA DOM FELÍCIO VASCONCELOS,S/N",NÃO INFORMADO,16,8,0.0545,BAIXA PRESENÇA,326
ARAPIRACA,55,1228,UNEAL UNIVERSIDADE ESTADUAL DE ALAGOAS,RUA GOVERNADOR LUIZ CAVALCANTE,NÃO INFORMADO,16,8,0.0545,BAIXA PRESENÇA,327
DELMIRO GOUVEIA,40,1392,"WATSON DE GUSMAO, ESCOLA DE 1 E 2 GRAUS","RUA HENRIQUE DIAS, S/N",NÃO INFORMADO,16,8,0.0545,BAIXA PRESENÇA,328
FLEXEIRAS,53,1058,CRECHE ANTONIA CAVALCANTE DE ALMEIDA,RUA CEL. ALCANTARA S/N,NÃO INFORMADO,16,3,0.0545,BAIXA PRESENÇA,329
MACEIÓ,3,1082,ESCOLA ESTADUAL JOÃO PAULO II,"RUA MANOEL  INACIO, S/N",NÃO INFORMADO,16,6,0.0545,BAIXA PRESENÇA,330
MACEIÓ,3,1198,ESC. DE ENS. FUND. PROF. ALMEIDA LEITE,"RUA DR. VIRGILIO GUEDES, S/N",NÃO INFORMADO,16,6,0.0545,BAIXA PRESENÇA,331
OLIVENÇA,19,1210,NOVA ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO,RODOVIA AL 130,NÃO INFORMADO,16,4,0.0545,BAIXA PRESENÇA,332
PIAÇABUÇU,13,1031,GRUPO ESCOLAR FAUSTINO VITOR DE ARAUJO,RUA PADRE CURADOR SN,NÃO INFORMADO,16,6,0.0545,BAIXA PRESENÇA,333
PORTO REAL DO COLÉGIO,37,1082,ESCOLA PRESIDENTE DUTRA,POVOADO CARNAIBA S/N,CARNAIBA S,16,2,0.0545,BAIXA PRESENÇA,334
SÃO MIGUEL DOS CAMPOS,18,1295,COLÉGIO MUNICIPAL ESTHER SOARES TORRES,"AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N",NÃO INFORMADO,16,7,0.0545,BAIXA PRESENÇA,335
ÁGUA BRANCA,39,1023,ESCOLA MONSENHOR SEBASTIAO ALVES BEZERRA,RUA JOÃO PAULO II - NUMERO 06.,NÃO INFORMADO,16,10,0.0545,BAIXA PRESENÇA,336
CAMPO ALEGRE,47,1198,ESCOLA DORGIVAL GONÇALVES,RUA DO SOL,NÃO INFORMADO,15,7,0.0511,BAIXA PRESENÇA,337
COQUEIRO SECO,8,1015,ESC MUN CELINA PEDROSA NAVARRO,"RUA PREFEITO JOSE DE ALMEIDA FILHO, 460",460,15,2,0.0511,BAIXA PRESENÇA,338
LAGOA DA CANOA,44,1031,ESCOLA DE 1 GRAU NOSSA SENHORA APARECIDA,RUA NOSSA SENHORA APARECIDA S/N,NÃO INFORMADO,15,5,0.0511,BAIXA PRESENÇA,339
MACEIÓ,1,1015,CEAGB - ESCOLA ESTADUAL MOREIRA E SILVA,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,15,6,0.0511,BAIXA PRESENÇA,340
MACEIÓ,1,1694,FAPEC/CET,"AV. PRESIDENTE ROOSEVELT, 1200",1200,15,7,0.0511,BAIXA PRESENÇA,341
MACEIÓ,1,1988,ESCOLA PADRE PIERRE VIGNE,RUA JOEL VIEIRA DOS ANJOS 358,NÃO INFORMADO,15,4,0.0511,BAIXA PRESENÇA,342
MACEIÓ,3,1287,ESC. EST. DR. JOSÉ MARIA CORREIA DAS NEVES,"RUA AGNELO BARBOSA, S/N",NÃO INFORMADO,15,9,0.0511,BAIXA PRESENÇA,343
MACEIÓ,54,1317,ESCOLA DE ENSINO FUNDAMENTAL NISE DA SILVEIRA,"AV. SÉRGIO LUÍS PESSOA BRAGA, 454",454,15,5,0.0511,BAIXA PRESENÇA,344
MACEIÓ,54,1740,ESC. EST. MANUEL BALTAZAR P. DIEGUES JUNIOR,"CONJUNTO SANTA MARIA, S/N - RUA D QD 8",SANTA MARIA,15,5,0.0511,BAIXA PRESENÇA,345
PALMEIRA DOS ÍNDIOS,10,1201,COLÉGIO - LOGOS,"AV GRACILIANO RAMOS, 246",246,15,8,0.0511,BAIXA PRESENÇA,346
PIAÇABUÇU,13,1040,GRUPO ESCOLAR JOSE GONCALVES,RUA PADRE CURADOR S/N,NÃO INFORMADO,15,7,0.0511,BAIXA PRESENÇA,347
SANTANA DO IPANEMA,19,1112,COLÉGIO CENECISTA GINÁSIO SANTANA,PRAÇA DA BANDEIRA 242,NÃO INFORMADO,15,9,0.0511,BAIXA PRESENÇA,348
SÃO MIGUEL DOS CAMPOS,18,1260,ESCOLA DE ENSINO SUPERIOR DE SAO MIGUEL DOS CAMPOS,PRACA SENHORA DOS PRAZERES SN,NÃO INFORMADO,15,6,0.0511,BAIXA PRESENÇA,349
SÃO SEBASTIÃO,49,1341,ESCOLA MUNICIIPAL DE EDUCAÇÃO BÁSICA PADRE ANCHIETA,POVOADO LAGOA SECA S/N,LAGOA SECA S,15,4,0.0511,BAIXA PRESENÇA,350
SÃO SEBASTIÃO,49,1473,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA DEP. BENEDITO DE LIRA,VILA SAO JOSE S/N,SAO JOSE S,15,4,0.0511,BAIXA PRESENÇA,351
ATALAIA,6,1236,ESCOLA ANTONIO AMANCIO DE MELO BASTOS,LOTEAMENTO SANTA INEZ SN,NÃO INFORMADO,14,8,0.0477,BAIXA PRESENÇA,352
CAMPO GRANDE,20,1120,GINÁSIO DO COLÉGIO DOUGLAS APRATTO,RUA VEREADOR VERIDIANO,NÃO INFORMADO,14,2,0.0477,BAIXA PRESENÇA,353
FLEXEIRAS,53,1104,ANEXO GINASIO GUILHERME CALHEIROS,RUA CEL. ALCANTARA S/N,NÃO INFORMADO,14,3,0.0477,BAIXA PRESENÇA,354
MACEIÓ,1,1040,CEAGB - ESCOLA ESTADUAL MOREIRA E SILVA,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,14,5,0.0477,BAIXA PRESENÇA,355
MACEIÓ,1,1198,ESCOLA DE ENSINO FUNDAMENTAL LUIZA OLIVEIRA SURUAGY,"RUA PADRE CICERO, S/N",NÃO INFORMADO,14,6,0.0477,BAIXA PRESENÇA,356
MACEIÓ,1,1783,ESCOLA DE ENSINO FUNDAMENTAL JOSE CORREIA COSTA,"RUA LOURIVAL DE AGUIAR PESSOA, S/N",NÃO INFORMADO,14,6,0.0477,BAIXA PRESENÇA,357
MACEIÓ,2,1597,CLUBE DA CAIXA ECONOMICA FEDERAL,"ROD. AL 101 NORTE, S/N",NÃO INFORMADO,14,5,0.0477,BAIXA PRESENÇA,358
MACEIÓ,2,1635,INSS,"AV. DONA CONSTANCIA DE GOES MONTEIRO, S/N",NÃO INFORMADO,14,4,0.0477,BAIXA PRESENÇA,359
MACEIÓ,2,1643,COLÉGIO ANCHIETA,AVENIDA ENG. PAULO BRANDAO NOGUEIRA,NÃO INFORMADO,14,9,0.0477,BAIXA PRESENÇA,360
MACEIÓ,2,2062,UNIVERSIDADE ESTADUAL DE ALAGOAS (UNEAL) - CAMPUS VI,"RUA PEDRO AMÉRICO, S/N, POÇO",POCO,14,8,0.0477,BAIXA PRESENÇA,361
MACEIÓ,3,1511,ESCOLA EST. PROFª ANAIAS DE LIMA ANDRADE,"RUA BELO HORIZONTE, S/N",NÃO INFORMADO,14,9,0.0477,BAIXA PRESENÇA,362
MACEIÓ,54,1708,ESCOLA ESTADUAL OTACÍLIO HOLANDA DE ANDRADE,"RUA SAO LUIZ, N 09",NÃO INFORMADO,14,2,0.0477,BAIXA PRESENÇA,363
NOVO LINO,53,1066,CRECHE JOSÉ TIAGO GOMES,"RUA SÃO JOSÉ, 246",246,14,2,0.0477,BAIXA PRESENÇA,364
PALMEIRA DOS ÍNDIOS,10,1090,GRUPO ESCOLAR GRACILIANO RAMOS,RUA 15 DE NOVEMBRO SN,NÃO INFORMADO,14,6,0.0477,BAIXA PRESENÇA,365
SÃO JOSÉ DA TAPERA,51,1058,ESCOLA ESTADUAL LUCILO JOSÉ RIBEIRO,AV. ELISIO DA SILVA MAIA 736,NÃO INFORMADO,14,8,0.0477,BAIXA PRESENÇA,366
SÃO MIGUEL DOS CAMPOS,18,1317,ESCOLA MUNICIPAL JOSÉ NOGUEIRA DA ROCHA,RUA BENEDITO CORREIA DE SÁ,NÃO INFORMADO,14,7,0.0477,BAIXA PRESENÇA,367
VIÇOSA,5,1015,ESCOLA DE 1 GRAU DR. MANOEL FIRMINO,"AV. 12 DE JULHO, CONJ. CIDADE DE DEUS - MUTIRAO - AREA 07",CONJ. CIDADE DE DEUS - MUTIRAO - AREA 07,14,9,0.0477,BAIXA PRESENÇA,368
ARAPIRACA,22,1120,COLÉGIO QUINTELA CAVALCANTE,AV. VENTURA DE FARIAS S/N,NÃO INFORMADO,13,10,0.0443,BAIXA PRESENÇA,369
ARAPIRACA,55,1112,ESCOLA ENSINO FUNDAMENTAL DIVALDO SURUAGY,"RUA ADERVAL INÁCIO DA SILVA, 45, BRASÍLIA, ARAPIRACA",ARAPIRACA,13,7,0.0443,BAIXA PRESENÇA,370
BOCA DA MATA,48,1040,ESCOLA DE 1 E 2 GRAUS MAJOR JOSÉ TENÓRIO LINS,"RUA DOM PEDRO II, S/N",NÃO INFORMADO,13,9,0.0443,BAIXA PRESENÇA,371
BRANQUINHA,9,1180,ESCOLA DEMÓCRITO JOSÉ,"CJ. RES. RAIMUNDO NONATO, S/N",NÃO INFORMADO,13,9,0.0443,BAIXA PRESENÇA,372
JOAQUIM GOMES,53,1031,CAMARA MUNICIPAL DE JOAQUIM GOMES,TRAV. SANTA QUITERIA 08,NÃO INFORMADO,13,3,0.0443,BAIXA PRESENÇA,373
MACEIÓ,2,1376,ESCOLA ESTADUAL VIRGINIO DE CAMPOS,"RUA FIRMINO DE VASCONCELOS, 22",NÃO INFORMADO,13,6,0.0443,BAIXA PRESENÇA,374
MACEIÓ,2,1953,CRECHE ESCOLA ESPAÇO EDUCAR,"RUA PROFESSOR SANDOVAL ARROXELAS, N. 510",. 510,13,8,0.0443,BAIXA PRESENÇA,375
MACEIÓ,3,1171,ESCOLA ESTADUAL DR. RODRIGUEZ DE MELO,"JARDIM ESPERANCA, S/N",NÃO INFORMADO,13,8,0.0443,BAIXA PRESENÇA,376
MACEIÓ,33,1309,COLÉGIO ROSA MÍSTICA,"CONJUNTO OSMAN LOUREIRO, RUA 15, N 133, QD C2",OSMAN LOUREIRO,13,3,0.0443,BAIXA PRESENÇA,377
MACEIÓ,54,1414,ESC. MUN PROF. HÉVIA VALÉRIA MAIA DE AMORIM,"AV JOSÉ AILTON DOS SANTOS, S/N, VILAGE CAMPESTRE I",VILAGE CAMPESTRE I,13,6,0.0443,BAIXA PRESENÇA,378
OLHO D ÁGUA DO CASADO,40,1031,ESCOLA AMELIA MARTINS,RUA DO DESVIO S/N,NÃO INFORMADO,13,5,0.0443,BAIXA PRESENÇA,379
OLIVENÇA,19,1180,ESCOLA MUNDO INFANTIL,AV. NOSSA SENHORA DO CARMO,NÃO INFORMADO,13,4,0.0443,BAIXA PRESENÇA,380
PALMEIRA DOS ÍNDIOS,10,1139,COLÉGIO SAGRADA FAMILIA,RUA DOM BOSCO 15,NÃO INFORMADO,13,11,0.0443,BAIXA PRESENÇA,381
PALMEIRA DOS ÍNDIOS,10,1309,FACULDADE CESMAC DO SERTÃO,"RUA BRAÚLIO MONTENEGRO, S/N, VILA MARIA",MARIA,13,8,0.0443,BAIXA PRESENÇA,382
PASSO DE CAMARAGIBE,12,1015,AUDITÓRIO AURÉLIO BUARQUE DE HOLANDA,"RUA FERNANDES LIMA, S/N",NÃO INFORMADO,13,3,0.0443,BAIXA PRESENÇA,383
PENEDO,13,1015,COLÉGIO ESTADUAL COMENDADOR JOSÉ DA SILVA PEIXOTO,"RUA CASTRO ALVES, S/N, EM FRENTE À CODEVASF",EM FRENTE A CODEVASF,13,11,0.0443,BAIXA PRESENÇA,384
PENEDO,13,1074,ESCOLA ESTADUAL PROFESSOR ERNANI MÉRO (GRUPO ESCOLAR EXPERIMENTAL),"PRAÇA LARGO DE FÁTIMA, S/N, EM FRENTE AO NUDEPE",EM FRENTE AO NUDEPE,13,7,0.0443,BAIXA PRESENÇA,385
SÃO MIGUEL DOS CAMPOS,18,1074,ESCOLA DE 1 GRAU TARCISIO SOARES PALMEIRA,TRAVESSA SENADOR MAXIMO S/N,NÃO INFORMADO,13,5,0.0443,BAIXA PRESENÇA,386
SÃO MIGUEL DOS CAMPOS,18,1341,ESCOLA ESTADUAL PROFESSORA EDILEUZA OLIVEIRA DA SILVA,RUA PROJETADA,NÃO INFORMADO,13,4,0.0443,BAIXA PRESENÇA,387
TRAIPU,20,1368,GINÁSIO DE ESPORTES DA ESCOLA PROF. AVELINA DO CARMO,RUA ISAAC PEREIRA NETO,NÃO INFORMADO,13,4,0.0443,BAIXA PRESENÇA,388
ANADIA,48,1228,GINÁSIO DR. LUIZ FERREIRA DE SOUZA,RUA DR. QUINTELA CAVALCANTE,NÃO INFORMADO,12,4,0.0409,BAIXA PRESENÇA,389
ARAPIRACA,22,1171,ESCOLA ESTADUAL DE EDUCAÇÃO BÁSICA PROF. PEDRO DE FRANÇA REIS,"RUA ANTONIO MARROQUIM, 511",511,12,5,0.0409,BAIXA PRESENÇA,390
ARAPIRACA,22,1716,ESCOLA DE ENSINO FUNDAMENTAL CLEONICE BARBOSA DE ALMEIDA,CONJUNTO BRISA DO LAGO - OLHO DAGUA DOS CAZUZINHO,BRISA DO LAGO - OLHO DAGUA DOS CAZUZINHO,12,4,0.0409,BAIXA PRESENÇA,391
ATALAIA,6,1317,ESCOLA MUNICIPAL ANTONIO VIEIRA DA COSTA,"LOT. MIRANTE DE ATALAIA, S/N, ALTO JOÃO MIRANDA",ALTO JOAO MIRANDA,12,6,0.0409,BAIXA PRESENÇA,392
BOCA DA MATA,48,1023,ESCOLA JOSEFA CAVALCANTE SURUAGY,"RUA DOM PEDRO II, S/N",NÃO INFORMADO,12,7,0.0409,BAIXA PRESENÇA,393
FLEXEIRAS,53,1015,CÂMARA MUNICIPAL DE FLEXEIRAS,"RUA ERNESTO CAVALCANTE LINS, SN",NÃO INFORMADO,12,3,0.0409,BAIXA PRESENÇA,394
LAGOA DA CANOA,44,1066,ESCOLA INFANTIL PEIXINHO DOURADO,AV. JOÃO ANGELINO DOS SANTOS S/N,NÃO INFORMADO,12,4,0.0409,BAIXA PRESENÇA,395
MACEIÓ,1,1805,ESCOLA ESTADUAL TAVARES BASTOS,"PRACA CENTENARIO, S/N",NÃO INFORMADO,12,5,0.0409,BAIXA PRESENÇA,396
MACEIÓ,1,1953,COLEGIO SANTISSIMO SENHOR,RUA DEP EDSON LINS 302 CONJ JOSE TENORIO,NÃO INFORMADO,12,6,0.0409,BAIXA PRESENÇA,397
MACEIÓ,3,1503,ESCOLA ESTADUAL DR. JÚLIO AUTO,"CONJUNTO JOAQUIM LEAO, S/N",JOAQUIM LEAO,12,6,0.0409,BAIXA PRESENÇA,398
MACEIÓ,3,1805,ESCOLA MUN. CLAUDINETE BATISTA,"RUA ARY PITOMBO, N 290",290,12,5,0.0409,BAIXA PRESENÇA,399
MACEIÓ,3,1910,ESCOLA MUNICIPAL JOÃO FEITOSA,"RUA SÃO LUIZ, RESIDENCIAL  VALE DO TOCANTINS",VALE DO TOCANTINS,12,4,0.0409,BAIXA PRESENÇA,400
MACEIÓ,33,1155,COLÉGIO DOM BOSCO (ANTIGO COLÉGIO CARVALHO),RUA EURICO AYRES N. 131,NÃO INFORMADO,12,3,0.0409,BAIXA PRESENÇA,401
