municipio;vereador;partido;ranking_reduto_geral;local_principal;endereco_local_principal;latitude;longitude;bairro;distrito;status_geocodificacao;votos_local_principal;votos_totais_vereador;percentual_local_principal;qtd_secoes_controladas;total_secoes_vereador;indice_reduto;classificacao_reduto
MARECHAL DEODORO;SIMONE SANTOS DE OLIVEIRA;PSDB;1;ESCOLA MUNICIPAL D. MARIA DE ARAUJO LOBO;BECO DA BARRA;-9.7353584;-35.8906491;Barro Vermelho;;ENCONTRADO;1;1;100.0;1;1;60.5;REDUTO FORTE
CORURIPE;GILVAN EDENILSON DOS SANTOS SANTANA;CIDADANIA;2;ESCOLA MUNICIPAL FRANCISCO AMALIO MARIA;RUA DO CAJUEIRO, S/N;-10.1585695;-36.135133;Coruripe;;ENCONTRADO;56;70;80.0;7;21;52.29;REDUTO MÉDIO
MARECHAL DEODORO;FABRÍCIO CAMPOS SOARES;SOLIDARIEDADE;3;ESCOLA MUNICIPAL PREFEITO MANOEL MESSIAS DOS SANTOS;RUA SALVADOR S/N LOT. LUAR DO FRANCÊS;;;;;NAO_ENCONTRADO;38;48;79.17;8;18;52.0;REDUTO MÉDIO
CORURIPE;JOSE LOURIVAL GOMES DOS SANTOS;CIDADANIA;4;ESCOLA MUNICIPAL SANTA SOFIA;RUA DA CAIXA DAGUA - POVOADO BOTAFOGO;;;;;NAO_ENCONTRADO;38;56;67.86;10;24;46.19;REDUTO MÉDIO
CORURIPE;JOSE GILDO GONÇALVES CASTRO;PP;5;ESCOLA ESTADUAL LIMA CASTRO;AVENIDA WASHINTON LUIZ, ANTIGA AV CAMAÇARI;;;;;NAO_ENCONTRADO;593;1243;47.71;14;103;44.75;REDUTO MÉDIO
CORURIPE;LUCAS GALVÃO DA SILVA ROQUE;CIDADANIA;6;ESCOLA ESTADUAL LIMA CASTRO;AVENIDA WASHINTON LUIZ, ANTIGA AV CAMAÇARI;;;;;NAO_ENCONTRADO;22;35;62.86;11;22;43.43;REDUTO MÉDIO
ARAPIRACA;JOSÉ ALDO OLIVEIRA VEIGA;MDB;7;GRUPO ESCOLAR ANTÔNIO CEZÁRIO DE OLIVEIRA;VILA SAÕ JOSÉ S/N;;;;;NAO_ENCONTRADO;1045;3009;34.73;8;346;41.12;REDUTO MÉDIO
ARAPIRACA;ALINE DEBORA GOMES DOS SANTOS;PSDB;8;ESCOLA ALTERNATIVA;RUA FLORIANO PEIXOTO, 98;-9.7477626;-36.66833;Baixão;;ENCONTRADO;2;3;66.67;2;3;41.01;REDUTO MÉDIO
ARAPIRACA;LAURA GABRYELLE DE JESUS OLIVEIRA;PSOL;9;ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS;RUA JOSÉ C. DE FARIAS;;;;;NAO_ENCONTRADO;2;3;66.67;2;3;41.01;REDUTO MÉDIO
PALMEIRA DOS INDIOS;MONICA SEVERO;PMB;10;COLÉGIO CRISTO REDENTOR;AV. DEP. MEDEIROS NETO 51;-9.4113742;-36.6337546;São Cristovão;;ENCONTRADO;2;3;66.67;2;3;41.01;REDUTO MÉDIO
ARAPIRACA;SEBASTIÃO FERREIRA DOS SANTOS;PMB;11;ESCOLA DE ENSINO FUNDAMENTAL ENÉAS BENEDITO DOS SANTOS;POVOADO CANGANDU S/N;;;;;NAO_ENCONTRADO;146;269;54.28;11;104;40.22;REDUTO MÉDIO
ARAPIRACA;MARIA JOSE LEITE DA SILVA;PSOL;12;GRUPO ESCOLAR DJALMA MATHEUS SANTANA;RUA ROSENDO LIMA S/N;-9.7669946;-36.6608561;Primavera;;ENCONTRADO;5;8;62.5;4;7;39.53;REDUTO MÉDIO
CORURIPE;JOSE KLEBER DOS SANTOS JUNIOR;CIDADANIA;13;ESCOLA MUNICIPAL SANTA SOFIA;RUA DA CAIXA DAGUA - POVOADO BOTAFOGO;;;;;NAO_ENCONTRADO;23;40;57.5;9;23;39.25;REDUTO MÉDIO
MARECHAL DEODORO;MARIA MARLIETE DA SILVA;SOLIDARIEDADE;14;ESCOLA ESTADUAL ROSA MARIA PAULINA DA FONSECA;AV SÃO JOSÉ SN;-9.7102397;-35.8959836;Centro;;ENCONTRADO;10;17;58.82;7;14;38.86;REDUTO MÉDIO
DELMIRO GOUVEIA;MARINALVA MARQUES RAMALHO;PDT;15;ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS;RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE;;;;;NAO_ENCONTRADO;13;22;59.09;6;15;38.58;REDUTO MÉDIO
ARAPIRACA;EDVANIO DE OLIVEIRA NUNES;PP;16;ESCOLA DE ENSINO FUNDAMENTAL ENÉAS BENEDITO DOS SANTOS;POVOADO CANGANDU S/N;;;;;NAO_ENCONTRADO;938;3053;30.72;11;362;38.5;REDUTO MÉDIO
MARECHAL DEODORO;CAMILA SILVA CALAÇA;PSDB;17;ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA;RUA MARINITA DE GOUVEIA SN;;;;;NAO_ENCONTRADO;3;5;60.0;3;5;37.51;REDUTO MÉDIO
CORURIPE;CLAUDEVICTON MONTEIRO DE ARAÚJO;SOLIDARIEDADE;18;ESCOLA ESTADUAL LIMA CASTRO;AVENIDA WASHINTON LUIZ, ANTIGA AV CAMAÇARI;;;;;NAO_ENCONTRADO;41;81;50.62;13;36;37.36;REDUTO MÉDIO
RIO LARGO;ROGEN GALDINO DE SALES SILVA;PL;19;COMPLEXO ESTADUAL PROFA CLAUDIZETE LIMA ELEUTERIO;CONJ GURIATA, S/N;;;;;NAO_ENCONTRADO;42;83;50.6;12;30;36.87;REDUTO MÉDIO
PALMEIRA DOS INDIOS;DENISE LEITE DOS SANTOS;PMB;20;COLÉGIO ESTADUAL HUMBERTO MENDES;AV GOV MUNIZ FALCÃO 701;;;;;NAO_ENCONTRADO;4;7;57.14;4;7;36.3;REDUTO MÉDIO
CORURIPE;DALMO PORTO SOUZA;PSB;21;ESCOLA ESTADUAL LIMA CASTRO;AVENIDA WASHINTON LUIZ, ANTIGA AV CAMAÇARI;;;;;NAO_ENCONTRADO;678;2179;31.12;14;120;36.13;REDUTO MÉDIO
RIO LARGO;GIVANILDO NICÁCIO DA SILVA;REPUBLICANOS;22;CRIA-CENTRO INFANTIL CORÁLIA GOMES DA SILVA;CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO;;;;;NAO_ENCONTRADO;50;89;56.18;3;25;35.96;REDUTO MÉDIO
ARAPIRACA;PAULO MARIANO DA SILVA;CIDADANIA;23;ESCOLA JOÃO SATURNINO DE ALMEIDA;AV. JOÃO SATURNINO S/N;;;;;NAO_ENCONTRADO;4;7;57.14;3;6;35.81;REDUTO MÉDIO
PENEDO;RIVALDO DOS SANTOS PEREIRA;PP;24;EMEB PROFª MARIA DA GLÓRIA PIMENTEIRA;POVOADO PONTA MOFINA;;;;;NAO_ENCONTRADO;119;220;54.09;2;70;35.29;REDUTO MÉDIO
DELMIRO GOUVEIA;MARCIO FERNANDO FREITAS DA SILVA;PP;25;ELIZEU NORBERTO, GRUPO ESCOLAR;RUA MANOEL RIBEIRO, SN;-9.3769332;-37.9959555;Eldorado;;ENCONTRADO;184;376;48.94;6;93;35.17;REDUTO MÉDIO
CORURIPE;HUGO BELTRÃO NUNES;MDB;26;ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO;RUA ABELARDO HOLANDA, 105;;;;;NAO_ENCONTRADO;504;1303;38.68;5;120;33.55;REDUTO MÉDIO
RIO LARGO;ALBERTINA MARIA ALVES CABRAL;REPUBLICANOS;27;COMPLEXO ESTADUAL PROFA CLAUDIZETE LIMA ELEUTERIO;CONJ GURIATA, S/N;;;;;NAO_ENCONTRADO;169;409;41.32;12;102;33.29;REDUTO MÉDIO
PALMEIRA DOS INDIOS;CLAUDEMIR PEREIRA DA SILVA;UNIÃO;28;COLÉGIO SAGRADA FAMILIA;RUA DOM BOSCO 15;-9.3519004;-36.6209167;Caldeirões de Cima;;ENCONTRADO;351;1030;34.08;14;154;32.78;REDUTO MÉDIO
RIO LARGO;MARIA CICERA SANTOS DA SILVA;MDB;29;ESCOLA MUNICIPAL DE EDUCAÇÃO BASICA INDUSTRIAL LUIGI BAUDUCCO;AVENIDA PASTOR JOSUE LINS CONJUNTO CRUZEIRO DO SUL, C RESIDENCIAL;;;;;NAO_ENCONTRADO;5;10;50.0;4;9;32.03;REDUTO MÉDIO
SAO MIGUEL DOS CAMPOS;JOSE ALVES DA SILVA;PRD;30;COLEGIO MUNICIPAL LUZINETE E LINDALVA JATOBA;AV. SAMPAIO MARQUES, S/N;;;;;NAO_ENCONTRADO;4;8;50.0;4;8;32.01;REDUTO MÉDIO
RIO LARGO;JOSILENE MENEZES DOS SANTOS;PSB;31;ESCOLA MUNICIPAL DR. GUSTAVO PAIVA;CJ BARNABÉ OITICICA II, SN, MATA DO ROLO;;;;;NAO_ENCONTRADO;30;74;40.54;14;38;31.62;REDUTO MÉDIO
CORURIPE;JENISON WELITON DE MELO DANTAS;CIDADANIA;32;ESCOLA MUN. EDUC. BÁSICA PROF. MARIA ROCHA SANTOS SILVA;TRAVESSA FLAMENGO, 182, QUADRA S;;;;;NAO_ENCONTRADO;11;24;45.83;8;21;31.57;REDUTO MÉDIO
MACEIO;LUCIANO MARINHO DA SILVA;PL;33;E.E. GERALDO MELO DOS SANTOS;RUA 61, QD C-6, CJ. GRACILIANO RAMOS;;;;;NAO_ENCONTRADO;1276;14780;8.63;12;546;31.03;REDUTO MÉDIO
CORURIPE;ALEX PEREIRA VITOR;SOLIDARIEDADE;34;ESCOLA MUN. EDUC. BÁSICA PROF. MARIA ROCHA SANTOS SILVA;TRAVESSA FLAMENGO, 182, QUADRA S;;;;;NAO_ENCONTRADO;2;4;50.0;2;4;31.01;REDUTO MÉDIO
PENEDO;DAYANNA FARIAS DE CASTRO;PP;35;EMEB IRMÃ JOLENTA (ANTIGO FREITAS);RUA SANTO ANTÔNIO, SN;-10.2826113;-36.5840511;Penedo;;ENCONTRADO;2;4;50.0;2;4;31.01;REDUTO MÉDIO
UNIAO DOS PALMARES;DAMIÃO SANTOS DE SOUZA;PT;36;ESCOLA MUNICIPAL JAIRO CORREIA VIANA;RUA TAVARES BASTOS 206;-9.157438;-36.0311805;União dos Palmares;;ENCONTRADO;2;4;50.0;2;4;31.01;REDUTO MÉDIO
UNIAO DOS PALMARES;RAFAEL RAONI DOS SANTOS;PT;37;ESCOLA MUNICIPAL JAIRO CORREIA VIANA;RUA TAVARES BASTOS 206;-9.157438;-36.0311805;União dos Palmares;;ENCONTRADO;2;4;50.0;2;4;31.01;REDUTO MÉDIO
ARAPIRACA;MARCIO JOSE DA SILVA;MDB;38;ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO;POVOADO CANAÃ S/N;;;;;NAO_ENCONTRADO;724;2987;24.24;10;362;30.77;REDUTO MÉDIO
MACEIO;DAVID CABRAL DAVINO;PP;39;UNIMA / AFYA - CENTRO UNIVERSITÁRIO DE MACEIÓ (ANTIGA UNIT);AV GUSTAVO PAIVA, 5017;-9.6478561;-35.7147108;Mangabeiras;;ENCONTRADO;540;14694;3.67;41;548;30.67;REDUTO MÉDIO
CORURIPE;NELMA RODRIGUES SANTANA;CIDADANIA;40;ESCOLA ESTADUAL DJALMA BARROS SIQUEIRA;RUA PERNAMBUCO NOVO, S/N;;;;;NAO_ENCONTRADO;1;2;50.0;1;2;30.5;REDUTO MÉDIO
CORURIPE;VERA LUCIA DA SILVA;SOLIDARIEDADE;41;ESCOLA MUNICIPAL CLAUDIO DANIEL GAMA AMORIM;RUA JOSÉ RAIMUNDO DOS SANTOS, 40;-10.118516;-36.1800084;Coruripe;;ENCONTRADO;1;2;50.0;1;2;30.5;REDUTO MÉDIO
MARECHAL DEODORO;AUGUSTO CÉSAR SANTOS COSTA;SOLIDARIEDADE;42;ESCOLA MUNICIPAL DR. JOVINIANO DE ALMEIDA RODAS;RUA SAO PEDRO SN;-9.7219612;-35.893125;Barro Vermelho;;ENCONTRADO;17;37;45.95;5;23;30.28;REDUTO MÉDIO
PALMEIRA DOS INDIOS;KAROLYNE STEFANE BONIFÁCIO DOS SANTOS;PMB;43;COLÉGIO ESTADUAL HUMBERTO MENDES;AV GOV MUNIZ FALCÃO 701;;;;;NAO_ENCONTRADO;5;11;45.45;5;9;29.79;REDUTO BAIXO
PENEDO;ANTONIO LIRA DA SILVA NETO;PDT;44;EMEB HANNA BERTHOLET;POVOADO SANTA MARGARIDA;;;;;NAO_ENCONTRADO;399;1162;34.34;5;133;29.3;REDUTO BAIXO
ARAPIRACA;MACIEL OLIVEIRA NUNES;MDB;45;ESCOLA DE ENSINO FUNDAMENTAL ENÉAS BENEDITO DOS SANTOS;POVOADO CANGANDU S/N;;;;;NAO_ENCONTRADO;641;2799;22.9;11;366;29.15;REDUTO BAIXO
ARAPIRACA;CINTHIA ROBERTA BARBOSA DE BRITO;PT;46;GRUPO ESCOLAR CÔNEGO EPITÁCIO RODRIGUES;VILA SAO FRANCISCO;;;;;NAO_ENCONTRADO;91;216;42.13;5;82;29.14;REDUTO BAIXO
MACEIO;ALDO ROBERTO DA ROCHA LOUREIRO;PDT;47;UNIMA / AFYA - CENTRO UNIVERSITÁRIO DE MACEIÓ (ANTIGA UNIT);AV GUSTAVO PAIVA, 5017;-9.6478561;-35.7147108;Mangabeiras;;ENCONTRADO;378;7132;5.3;41;546;29.1;REDUTO BAIXO
PALMEIRA DOS INDIOS;JOSIVAN GODOY DE BARROS;PDT;48;COLÉGIO CRISTO REDENTOR;AV. DEP. MEDEIROS NETO 51;-9.4113742;-36.6337546;São Cristovão;;ENCONTRADO;16;41;39.02;11;33;29.03;REDUTO BAIXO
ARAPIRACA;JOHNATAN KLEVERSON DOS SANTOS TENORIO;REPUBLICANOS;49;ESCOLA DE 1 E 2 GRAUS SENADOR RUI PALMEIRA;RUA MANOEL NUNES NETO S/N;-9.7414437;-36.6642875;Capiatá;;ENCONTRADO;16;42;38.1;12;36;28.96;REDUTO BAIXO
DELMIRO GOUVEIA;REGINALDO RODRIGUES SOARES;MDB;50;JOSE CORREIA FILHO,ESCOLA;POVOADO JARDIM CORDEIRO;;;;;NAO_ENCONTRADO;574;1930;29.74;4;148;28.79;REDUTO BAIXO
MACEIO;JOSÉ DE LIMA;REPUBLICANOS;51;ESC. MUN. MARECHAL FLORIANO PEIXOTO;RUA DA IGREJA, S/N;-9.5782165;-35.8110395;Rio Novo;;ENCONTRADO;70;167;41.92;5;48;28.69;REDUTO BAIXO
RIO LARGO;ANIELLE PATRÍCIA SILVA DO LIVRAMENTO;PL;52;COMPLEXO ESTADUAL PROFA CLAUDIZETE LIMA ELEUTERIO;CONJ GURIATA, S/N;;;;;NAO_ENCONTRADO;230;744;30.91;12;122;28.0;REDUTO BAIXO
CORURIPE;JOSE JUAREZ DE LIMA;PP;53;ESCOLA ESTADUAL LIMA CASTRO;AVENIDA WASHINTON LUIZ, ANTIGA AV CAMAÇARI;;;;;NAO_ENCONTRADO;311;1174;26.49;14;119;27.6;REDUTO BAIXO
CORURIPE;JANECLEIDE DA SILVA;SOLIDARIEDADE;54;ESCOLA MUN. EDUC. BÁSICA PROF. MARIA ROCHA SANTOS SILVA;TRAVESSA FLAMENGO, 182, QUADRA S;;;;;NAO_ENCONTRADO;3;7;42.86;3;7;27.23;REDUTO BAIXO
ARAPIRACA;REGINALDO PERGENTINO MONTEIRO;PMB;55;ESCOLA DE 1 GRAU PARQUE LIONS;RUA GOV. AFRÂNIO LAGES S/N;;;;;NAO_ENCONTRADO;33;89;37.08;9;54;27.16;REDUTO BAIXO
ARAPIRACA;ALANE KARINE DA SILVA SANTOS;PSDB;56;ESCOLA DE 1 GRAU MANOEL LUCIO DA SILVA;RUA MANOEL LÚCIO S/N;-9.7464382;-36.6524184;Alto do Cruzeiro;;ENCONTRADO;5;12;41.67;4;11;27.03;REDUTO BAIXO
ARAPIRACA;JOSE SILVA DE ARAUJO NETO;PSOL;57;ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO;RUA GOVERNADOR LUIZ CAVALCANTE S/N;-9.7505554;-36.6580852;Alto do Cruzeiro;;ENCONTRADO;3;7;42.86;2;6;26.74;REDUTO BAIXO
MARECHAL DEODORO;KATIA MARIA DE OLIVEIRA BARBOSA;PSDB;58;ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA;RUA MARINITA DE GOUVEIA SN;;;;;NAO_ENCONTRADO;3;7;42.86;2;5;26.74;REDUTO BAIXO
MACEIO;KELMANN VIEIRA DE OLIVEIRA;MDB;59;UNIMA / AFYA - CENTRO UNIVERSITÁRIO DE MACEIÓ (ANTIGA UNIT);AV GUSTAVO PAIVA, 5017;-9.6478561;-35.7147108;Mangabeiras;;ENCONTRADO;299;9840;3.04;41;546;26.51;REDUTO BAIXO
RIO LARGO;CRISTINA MARIA DE LIMA;SOLIDARIEDADE;60;ESCOLA MUNICIPAL DR. GUSTAVO PAIVA;CJ BARNABÉ OITICICA II, SN, MATA DO ROLO;;;;;NAO_ENCONTRADO;8;21;38.1;7;20;26.4;REDUTO BAIXO
ARAPIRACA;WELLINGTON DE MAGALHAES SILVA;MDB;61;GRUPO ESCOLAR DOMINGOS LOPES;RUA VEREADOR DOMINGOS LOPES S/N;;;;;NAO_ENCONTRADO;608;2877;21.13;8;362;26.11;REDUTO BAIXO
RIO LARGO;JOSÉ NILTON GOMES DE SOUZA;PSB;62;ESCOLA MUNICIPAL DE EDUCACAO BASICA D PEDRO I;RUA CURITIBA S/N;-9.5105587;-35.8093743;Rio Largo;;ENCONTRADO;9;24;37.5;7;20;26.06;REDUTO BAIXO
UNIAO DOS PALMARES;CARLOS ALBERTO CORREIA BASILIO;MDB;63;COLEGIO DE ENSINO FUNDAMENTAL MONSENHOR CLOVIS DUARTE DE BARROS;RUA JARDIM BRASILIA;-9.1545653;-36.0312271;União dos Palmares;;ENCONTRADO;314;1429;21.97;16;141;25.91;REDUTO BAIXO
ARAPIRACA;LEANDRO BARBOSA DE ALMEIDA;MDB;64;ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA;SÍTIO BATINGAS;;;;;NAO_ENCONTRADO;717;4410;16.26;10;369;25.87;REDUTO BAIXO
MARECHAL DEODORO;ANTÔNIO JOSÉ GOMES DOS SANTOS;PSDB;65;ESCOLA MUNICIPAL ALTINA RIBEIRO TOLEDO;VILA ALTINA SN;;;;;NAO_ENCONTRADO;10;26;38.46;5;18;25.67;REDUTO BAIXO
CORURIPE;TILES HENRIQUE SIQUEIRA DE LEMOS;MDB;66;ESCOLA ESTADUAL LIMA CASTRO;AVENIDA WASHINTON LUIZ, ANTIGA AV CAMAÇARI;;;;;NAO_ENCONTRADO;309;1326;23.3;14;120;25.65;REDUTO BAIXO
MARECHAL DEODORO;LEANDRO LUIZ RIBEIRO DOS SANTOS;PSDB;67;ESCOLA ESTADUAL JOSÉ CORREIA DA SILVA TITARA;LOT BOSQUE DA MASSAGUEIRA N 3A;;;;;NAO_ENCONTRADO;4;10;40.0;3;8;25.53;REDUTO BAIXO
PALMEIRA DOS INDIOS;FABIANA AUGUSTO DA SILVA;PSDB;68;COLÉGIO CRISTO REDENTOR;AV. DEP. MEDEIROS NETO 51;-9.4113742;-36.6337546;São Cristovão;;ENCONTRADO;4;10;40.0;3;9;25.53;REDUTO BAIXO
PALMEIRA DOS INDIOS;JANIO BARBOSA MARQUES;MDB;69;COLÉGIO CRISTO REDENTOR;AV. DEP. MEDEIROS NETO 51;-9.4113742;-36.6337546;São Cristovão;;ENCONTRADO;272;1506;18.06;21;166;25.34;REDUTO BAIXO
MACEIO;JOSÉ EDUARDO ACCIOLY CANUTO;PL;70;UNIMA / AFYA - CENTRO UNIVERSITÁRIO DE MACEIÓ (ANTIGA UNIT);AV GUSTAVO PAIVA, 5017;-9.6478561;-35.7147108;Mangabeiras;;ENCONTRADO;195;5696;3.42;41;544;25.11;REDUTO BAIXO
PALMEIRA DOS INDIOS;JOSE ALEXANDRE DOS SANTOS;PDT;71;ESCOLA ESTADUAL JOSÉ VICTORINO DA ROCHA;PRAÇA ANTONIO LEITE, S/N, CANAFÍSTULA;-9.3991794;-36.7123167;Canafístula;;ENCONTRADO;5;13;38.46;4;12;25.11;REDUTO BAIXO
RIO LARGO;THIAGO DO NASCIMENTO SILVA;PSB;72;ESCOLA ESTADUAL SANTOS DUMONT;BR 104 - DESTACAMENTO DA FAB - VILA MILITAR;;;;;NAO_ENCONTRADO;15;43;34.88;8;28;25.07;REDUTO BAIXO
UNIAO DOS PALMARES;ANTÔNIO ALAELSON DA SILVA;PSD;73;ESCOLA MUNICIPAL JAIRO CORREIA VIANA;RUA TAVARES BASTOS 206;-9.157438;-36.0311805;União dos Palmares;;ENCONTRADO;13;40;32.5;11;35;25.07;REDUTO BAIXO
CORURIPE;ROBSON LUIZ DA SILVA;CIDADANIA;74;ESCOLA MUNICIPAL CLAUDIO DANIEL GAMA AMORIM;RUA JOSÉ RAIMUNDO DOS SANTOS, 40;-10.118516;-36.1800084;Coruripe;;ENCONTRADO;6;16;37.5;5;14;25.03;REDUTO BAIXO
PENEDO;IGOR DANTAS TEODORO;PP;75;ESCOLA MUNICIPAL VEREADOR MANOEL SOARES DE MELO;RUA FLORIANO ROSA, S/N, PX. AO POSTO DE SAÚDE, CONJUNTO VILA MATIAS;;;;;NAO_ENCONTRADO;6;16;37.5;5;14;25.03;REDUTO BAIXO
ARAPIRACA;ADRIANO DOS SANTOS ROCHA;PSDB;76;ESCOLA DE 1 GRAU MANOEL LUCIO DA SILVA;RUA MANOEL LÚCIO S/N;-9.7464382;-36.6524184;Alto do Cruzeiro;;ENCONTRADO;2;5;40.0;2;5;25.01;REDUTO BAIXO
ARAPIRACA;ALYSSON FABIANO BRITO DE OLIVEIRA;PT;77;COLÉGIO QUINTELA CAVALCANTE;AV. VENTURA DE FARIAS S/N;-9.7466266;-36.6673366;Eldorado;;ENCONTRADO;2;5;40.0;2;5;25.01;REDUTO BAIXO
ARAPIRACA;DIEGO DAVID SANTOS ARAÚJO;CIDADANIA;78;GRUPO ESCOLAR DJALMA MATHEUS SANTANA;RUA ROSENDO LIMA S/N;-9.7669946;-36.6608561;Primavera;;ENCONTRADO;2;5;40.0;2;5;25.01;REDUTO BAIXO
MARECHAL DEODORO;MESSIAS ALVES DA SILVA;PSDB;79;ESCOLA SESI - PROF. WILTON GAMA;RUA TENENTE JOSÉ TOMÉ SN;-9.7191988;-35.8942787;Centro;;ENCONTRADO;2;5;40.0;2;5;25.01;REDUTO BAIXO
RIO LARGO;JOSILENE FAUSTO DE FREITAS;PSB;80;ANTIGA ESCOLA FRANCISCO LEÃO DO CENTRO;PRAÇA TEIZEIRA BARROS., SN;;;;;NAO_ENCONTRADO;2;5;40.0;2;5;25.01;REDUTO BAIXO
MACEIO;SAMYR MALTA AMARAL;PODE;81;UNIMA / AFYA - CENTRO UNIVERSITÁRIO DE MACEIÓ (ANTIGA UNIT);AV GUSTAVO PAIVA, 5017;-9.6478561;-35.7147108;Mangabeiras;;ENCONTRADO;177;5321;3.33;41;545;24.77;REDUTO BAIXO
PALMEIRA DOS INDIOS;SALOMÃO CAVALCANTE TORRES;MDB;82;COLÉGIO ESTADUAL HUMBERTO MENDES;AV GOV MUNIZ FALCÃO 701;;;;;NAO_ENCONTRADO;233;1352;17.23;22;167;24.72;REDUTO BAIXO
CORURIPE;MARIA ISABEL ALVES REIS;CIDADANIA;83;ESCOLA MUNICIPAL CLAUDIO DANIEL GAMA AMORIM;RUA JOSÉ RAIMUNDO DOS SANTOS, 40;-10.118516;-36.1800084;Coruripe;;ENCONTRADO;9;25;36.0;6;19;24.67;REDUTO BAIXO
DELMIRO GOUVEIA;GEOVANI DE ARAUJO LIMA;PDT;84;ELIZEU NORBERTO, GRUPO ESCOLAR;RUA MANOEL RIBEIRO, SN;-9.3769332;-37.9959555;Eldorado;;ENCONTRADO;15;42;35.71;6;30;24.59;REDUTO BAIXO
PENEDO;ALCIDES DE ANDRADE NETO;UNIÃO;85;COLÉGIO ESTADUAL COMENDADOR JOSÉ DA SILVA PEIXOTO;RUA CASTRO ALVES, S/N, EM FRENTE À CODEVASF;;;;;NAO_ENCONTRADO;131;668;19.61;22;134;24.55;REDUTO BAIXO
MACEIO;THIAGO PRADO OLIVEIRA SILVEIRA;PP;86;UNIMA / AFYA - CENTRO UNIVERSITÁRIO DE MACEIÓ (ANTIGA UNIT);AV GUSTAVO PAIVA, 5017;-9.6478561;-35.7147108;Mangabeiras;;ENCONTRADO;196;6802;2.88;40;549;24.31;REDUTO BAIXO
UNIAO DOS PALMARES;MIRIAM AURELIANO DOS SANTOS;MDB;87;COLEGIO DE ENSINO FUNDAMENTAL MONSENHOR CLOVIS DUARTE DE BARROS;RUA JARDIM BRASILIA;-9.1545653;-36.0312271;União dos Palmares;;ENCONTRADO;265;1298;20.42;16;141;24.21;REDUTO BAIXO
RIO LARGO;JOSÉ CLAUDIO GONÇALVES FEITOSA;REPUBLICANOS;88;ESCOLA MUNICIPAL DE EDUCACAO BASICA D PEDRO I;RUA CURITIBA S/N;-9.5105587;-35.8093743;Rio Largo;;ENCONTRADO;13;40;32.5;9;33;24.09;REDUTO BAIXO
PALMEIRA DOS INDIOS;LUCIO CARLOS FONSECA MEDEIROS;UNIÃO;89;COLÉGIO ESTADUAL HUMBERTO MENDES;AV GOV MUNIZ FALCÃO 701;;;;;NAO_ENCONTRADO;196;1145;17.12;22;161;24.08;REDUTO BAIXO
UNIAO DOS PALMARES;CLAUDE FERNANDO DE LIMA;PSD;90;ESCOLA ESTADUAL CARLOS GOMES DE BARROS;AV. JOÃO LYRA FILHO, S/N;;;;;NAO_ENCONTRADO;89;359;24.79;16;123;24.07;REDUTO BAIXO
MARECHAL DEODORO;EVANI FERNANDES CAMPELO;PSDB;91;ESCOLA ESTADUAL JOSÉ CORREIA DA SILVA TITARA;LOT BOSQUE DA MASSAGUEIRA N 3A;;;;;NAO_ENCONTRADO;3;8;37.5;3;6;24.01;REDUTO BAIXO
ARAPIRACA;EDNEUSA VIEIRA GADI;PMB;92;ESCOLA DE ENSINO FUNDAMENTAL JESUS REDENTOR;RUA MANÉ GARRINCHA, S/N;-9.7575074;-36.6691287;Manoel Teles;;ENCONTRADO;8;22;36.36;4;17;23.89;REDUTO BAIXO
ARAPIRACA;JOSE SEBASTIAO DOS SANTOS;PSOL;93;ESCOLA DE ENSINO FUNDAMENTAL JESUS REDENTOR;RUA MANÉ GARRINCHA, S/N;-9.7575074;-36.6691287;Manoel Teles;;ENCONTRADO;4;11;36.36;4;10;23.83;REDUTO BAIXO
UNIAO DOS PALMARES;EMANUEL GOMES BALBINO;MDB;94;ESCOLA ESTADUAL CARLOS GOMES DE BARROS;AV. JOÃO LYRA FILHO, S/N;;;;;NAO_ENCONTRADO;295;1554;18.98;16;141;23.82;REDUTO BAIXO
MARECHAL DEODORO;MICAEL FIDELES DOS SANTOS;PSDB;95;ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA;RUA MARINITA DE GOUVEIA SN;;;;;NAO_ENCONTRADO;12;34;35.29;5;23;23.8;REDUTO BAIXO
PENEDO;PAULO ROBERTO FERREIRA;SOLIDARIEDADE;96;COLÉGIO ESTADUAL COMENDADOR JOSÉ DA SILVA PEIXOTO;RUA CASTRO ALVES, S/N, EM FRENTE À CODEVASF;;;;;NAO_ENCONTRADO;134;744;18.01;22;132;23.64;REDUTO BAIXO
